# Frequency	Jx+	Jx-	Jy+	Jy-	Jz+	Jz-
216.8772160432	0.0463805861	0.0122737503	0.0251519785	0.0335023579	0.0252302464	0.0334240900
217.6462841852	0.0455489994	0.0121808412	0.0278547946	0.0298750460	0.0247461334	0.0329837072
218.4153523271	0.0454678612	0.0120868530	0.0297020193	0.0278526949	0.0246074240	0.0329472902
219.1844204691	0.0471163072	0.0114276658	0.0298851621	0.0286588109	0.0243759498	0.0341680232
219.9534886111	0.0564877835	0.0108005906	0.0306822848	0.0366060893	0.0246349316	0.0426534426
220.7225567531	0.0584991134	0.0102421109	0.0223392640	0.0464019603	0.0236135418	0.0451276826
221.4916248951	0.0302155469	0.0071516544	0.0108277988	0.0265394025	0.0201572373	0.0172099641
222.2606930371	0.0211363981	0.0065758525	0.0121105732	0.0156016775	0.0195034528	0.0082087979
223.0297611791	0.0284969412	0.0149083099	0.0223864616	0.0210187895	0.0187120300	0.0246932212
223.7988293211	0.0319746994	0.0137456823	0.0247285505	0.0209918312	0.0152074145	0.0305129672
224.5678974631	0.0334941682	0.0190223539	0.0280325342	0.0244839879	0.0162155143	0.0363010078
225.3369656051	0.0328473542	0.0235399788	0.0281488714	0.0282384617	0.0180386162	0.0383487169
226.1060337471	0.0278341741	0.0344924697	0.0257636464	0.0365629975	0.0127456392	0.0495810046
226.8751018891	0.0263269568	0.0373751090	0.0250054771	0.0386965886	0.0139253789	0.0497766869
227.6441700311	0.0278021244	0.0399510963	0.0280247954	0.0397284252	0.0233055516	0.0444476690
228.4132381731	0.0358854509	0.0402830606	0.0392707828	0.0368977287	0.0319475716	0.0442209399
229.1823063151	0.0476067421	0.0455395553	0.0558338407	0.0373124567	0.0362731599	0.0568731375
229.9513744571	0.0534047267	0.0513421112	0.0674624867	0.0372843512	0.0426466009	0.0621002370
230.7204425991	0.0549312403	0.0435102312	0.0585211056	0.0399203659	0.0452429295	0.0531985420
231.4895107411	0.0503494391	0.0398671539	0.0546313129	0.0355852800	0.0483205678	0.0418960251
232.2585788831	0.0396449907	0.0404514029	0.0521171896	0.0279792039	0.0443242379	0.0357721557
233.0276470251	0.0313241984	0.0381029898	0.0449234349	0.0245037534	0.0375293044	0.0318978839
233.7967151671	0.0302181382	0.0294997683	0.0376279766	0.0220899299	0.0311347329	0.0285831736
234.5657833091	0.0275190106	0.0287222175	0.0310664688	0.0251747594	0.0287305826	0.0275106456
235.3348514511	0.0252792262	0.0328317294	0.0296492779	0.0284616778	0.0298219081	0.0282890475
236.1039195931	0.0262148921	0.0382354780	0.0316704395	0.0327799305	0.0286830908	0.0357672792
236.8729877351	0.0318242376	0.0448381332	0.0372222138	0.0394401569	0.0344533258	0.0422090450
237.6420558771	0.0524776308	0.0629754946	0.0479969806	0.0674561447	0.0649727338	0.0504803915
238.4111240191	0.0549310598	0.0649212172	0.0647124032	0.0551398738	0.0665609924	0.0532912846
239.1801921611	0.0408295437	0.0734817454	0.0606410300	0.0536702592	0.0521631698	0.0621481193
239.9492603031	0.0358356225	0.0773618431	0.0580532251	0.0551442405	0.0476202062	0.0655772594
240.7183284451	0.0367648004	0.0774670722	0.0481320878	0.0660997847	0.0453551482	0.0688767243
241.4873965871	0.0402466084	0.0716076322	0.0420735165	0.0697807242	0.0431147345	0.0687395061
242.2564647291	0.0449005806	0.0765089376	0.0376957254	0.0837137928	0.0554856041	0.0659239141
243.0255328711	0.0351977921	0.0548716425	0.0406693725	0.0494000621	0.0417239508	0.0483454838
243.7946010131	0.0305675030	0.0452111445	0.0405547034	0.0352239441	0.0276512322	0.0481274152
244.5636691550	0.0304236840	0.0405088597	0.0401296331	0.0308029106	0.0219149018	0.0490176419
245.3327372970	0.0538736462	0.0901587161	0.0733795453	0.0706528170	0.0228045842	0.1212277781
246.1018054390	0.0883881744	0.0659955380	0.0538583416	0.1005253708	0.0683499460	0.0860337664
246.8708735810	0.0019293676	0.0208775486	0.0126775906	0.0101293256	0.0159881181	0.0068187980
247.6399417230	0.0015998484	0.0028212597	0.0001567918	0.0042643163	0.0001587902	0.0042623179
248.4090098650	0.0036748770	0.0022370422	0.0003267218	0.0055851974	0.0024793303	0.0034325890
249.1780780070	0.0044070015	0.0222648213	0.0097579298	0.0169138930	0.0144675634	0.0122042594
249.9471461490	0.0181102354	0.0416033462	0.0229521338	0.0367614478	0.0406537126	0.0190598690
250.7162142910	0.0370296095	0.0769028753	0.0173867246	0.0965457602	0.0614506344	0.0524818504
251.4852824330	0.0515476259	0.0699935583	0.0252469945	0.0962941897	0.0791578306	0.0423833536
252.2543505750	0.0539179605	0.0622931381	0.0286030210	0.0876080776	0.0801992680	0.0360118306
253.0234187170	0.0560219205	0.0443392512	0.0220201468	0.0783410249	0.0690474177	0.0313137540
253.7924868590	0.0497148135	0.0378724518	0.0194576777	0.0681295877	0.0719538381	0.0156334272
254.5615550010	0.0515140806	0.0352983077	0.0293670984	0.0574452900	0.0687355559	0.0180768324
255.3306231430	0.0496922516	0.0333514069	0.0330859818	0.0499576767	0.0609843300	0.0220593285
256.0996912850	0.0461295691	0.0381363482	0.0306605225	0.0536053949	0.0577317560	0.0265341614
256.8687594270	0.0398640208	0.0483497230	0.0266986219	0.0615151219	0.0486388284	0.0395749154
257.6378275690	0.0423247028	0.0549398021	0.0276441050	0.0696204000	0.0477042746	0.0495602304
258.4068957110	0.0454033920	0.0702558089	0.0302355818	0.0854236191	0.0492188681	0.0664403328
259.1759638530	0.0380328494	0.0568673385	0.0285367942	0.0663633937	0.0478021340	0.0470980538
259.9450319950	0.0317843787	0.0418275101	0.0196381763	0.0539737125	0.0420142120	0.0315976769
260.7141001370	0.0323784072	0.0379609974	0.0177951856	0.0525442189	0.0406299797	0.0297094249
261.4831682790	0.0411939857	0.0401757073	0.0250700112	0.0562996818	0.0485497564	0.0328199366
262.2522364210	0.0593562699	0.0437350064	0.0396687206	0.0634225556	0.0589711839	0.0441200924
263.0213045630	0.0579820198	0.0451842654	0.0443485183	0.0588177669	0.0681261534	0.0350401318
263.7903727050	0.0677660311	0.0564618808	0.0584759570	0.0657519550	0.0747904158	0.0494374962
264.5594408470	0.0988696828	0.1299706204	0.0568955734	0.1719447297	0.1493414333	0.0794988698
265.3285089890	0.0757578523	0.0329831304	0.0536328047	0.0551081780	0.0669394520	0.0418015307
266.0975771310	0.0624225944	0.0187574642	0.0407733411	0.0404067175	0.0424118142	0.0387682444
266.8666452730	0.0443620118	0.0224001643	0.0302091859	0.0365529902	0.0279293166	0.0388328595
267.6357134150	0.0312407096	0.0280819567	0.0268986258	0.0324240405	0.0256406090	0.0336820573
268.4047815570	0.0256361492	0.0294195841	0.0245618158	0.0304939175	0.0251447574	0.0299109759
269.1738496990	0.0252971269	0.0343767615	0.0212051730	0.0384687154	0.0264339186	0.0332399697
269.9429178409	0.0195788654	0.0338791836	0.0184158353	0.0350422137	0.0191558184	0.0343022306
270.7119859829	0.0243128781	0.0382632230	0.0225372783	0.0400388229	0.0192650856	0.0433110155
271.4810541249	0.0519621199	0.0468679853	0.0523198653	0.0465102398	0.0486173188	0.0502127864
272.2501222669	0.0510535400	0.0350146632	0.0488928971	0.0371753061	0.0346813514	0.0513868518
273.0191904089	0.0515175122	0.0434947817	0.0545318444	0.0404804494	0.0498194140	0.0451928798
273.7882585509	0.0348235233	0.0536228428	0.0448064069	0.0436399593	0.0515565718	0.0368897943
274.5573266929	0.0255862090	0.0614950303	0.0384343113	0.0486469280	0.0566242222	0.0304570171
275.3263948349	0.0214750430	0.0663602391	0.0330078471	0.0548274350	0.0622463869	0.0255888952
276.0954629769	0.0184495968	0.0722690343	0.0306554138	0.0600632172	0.0645932234	0.0261254077
276.8645311189	0.0179755226	0.0838168022	0.0312013498	0.0705909749	0.0694808838	0.0323114409
277.6335992609	0.0155178334	0.0748209186	0.0285099699	0.0618287821	0.0495477416	0.0407910105
278.4026674029	0.0127810340	0.0578988738	0.0229501206	0.0477297871	0.0355115749	0.0351683329
279.1717355449	0.0122137865	0.0529856957	0.0242789492	0.0409205330	0.0324755912	0.0327238910
279.9408036869	0.0119366805	0.0486407586	0.0243379233	0.0362395157	0.0295101830	0.0310672560
280.7098718289	0.0111211819	0.0462445759	0.0264001364	0.0309656213	0.0275388399	0.0298269179
281.4789399709	0.0109021219	0.0467167169	0.0322254053	0.0253934335	0.0288068224	0.0288120164
282.2480081129	0.0109091294	0.0504729056	0.0402572313	0.0211248038	0.0345106428	0.0268713923
283.0170762549	0.0115589793	0.0546333597	0.0452771128	0.0209152262	0.0353333678	0.0308589713
283.7861443969	0.0107791441	0.0379856149	0.0277124927	0.0210522664	0.0302880537	0.0184767053
284.5552125389	0.0122279991	0.0335739332	0.0243952658	0.0214066665	0.0313728887	0.0144290435
285.3242806809	0.0113918891	0.0246417302	0.0189365170	0.0170971024	0.0254639812	0.0105696382
286.0933488229	0.0124091853	0.0147248192	0.0184186809	0.0087153235	0.0188645881	0.0082694163
286.8624169649	0.0133851689	0.0151217371	0.0189673410	0.0095395650	0.0186951087	0.0098117973
287.6314851069	0.0158605910	0.0125005742	0.0176813380	0.0106798272	0.0172676962	0.0110934690
288.4005532489	0.0153783685	0.0120653086	0.0167881620	0.0106555150	0.0145408892	0.0129027878
289.1696213909	0.0169638464	0.0111067833	0.0172500203	0.0108206094	0.0121444737	0.0159261560
289.9386895329	0.0203423877	0.0108771104	0.0190778894	0.0121416087	0.0114677711	0.0197517270
290.7077576749	0.0247308021	0.0107198480	0.0220592455	0.0133914045	0.0121270057	0.0233236444
291.4768258169	0.0277451980	0.0100697045	0.0255630600	0.0122518426	0.0122133358	0.0256015667
292.2458939589	0.0316319967	0.0105983756	0.0305533600	0.0116770123	0.0138860778	0.0283442944
293.0149621009	0.0358568001	0.0133658428	0.0350445553	0.0141780876	0.0178098417	0.0314128012
293.7840302429	0.0398239503	0.0211203699	0.0415053296	0.0194389907	0.0236814124	0.0372629079
294.5530983849	0.0435457241	0.0332063072	0.0527053875	0.0240466438	0.0341001668	0.0426518645
295.3221665269	0.0525486344	0.0285559279	0.0584377550	0.0226668072	0.0339665878	0.0471379744
296.0912346688	0.0522332569	0.0404862218	0.0707645572	0.0219549215	0.0317736615	0.0609458172
296.8603028108	0.0571716963	0.0653664686	0.0798466275	0.0426915375	0.0289407052	0.0935974598
297.6293709528	0.0999587017	0.1192510052	0.0965933154	0.1226163915	0.0520669430	0.1671427639
298.3984390948	0.1188073949	0.0575290132	0.1307035720	0.0456328361	0.0696566369	0.1066797713
299.1675072368	0.0460606093	0.0323845314	0.0625970978	0.0158480429	0.0501115010	0.0283336397
299.9365753788	0.0627609632	0.1037980994	0.0595270649	0.1070319977	0.0825152456	0.0840438170
300.7056435208	0.0474376184	0.0808184116	0.0427090031	0.0855470270	0.0731450552	0.0551109749
301.4747116628	0.0389413592	0.0436548618	0.0435068570	0.0390893640	0.0432504875	0.0393457335
302.2437798048	0.0307066103	0.0402788147	0.0381892882	0.0327961368	0.0284867742	0.0424986507
303.0128479468	0.0154263478	0.0119528622	0.0146268683	0.0127523416	0.0112766144	0.0161025956
303.7819160888	0.0142592247	0.0125712364	0.0137989885	0.0130314726	0.0110475655	0.0157828956
304.5509842308	0.0135179681	0.0139796477	0.0136144974	0.0138831184	0.0118497029	0.0156479129
305.3200523728	0.0141249173	0.0395652028	0.0233612552	0.0303288649	0.0304840980	0.0232060221
306.0891205148	0.0157395004	0.0600501424	0.0284964521	0.0472931907	0.0524924919	0.0232971510
306.8581886568	0.0140472723	0.0945372811	0.0230991190	0.0854854344	0.0809034705	0.0276810829
307.6272567988	0.0196346935	0.1242739769	0.0287471659	0.1151615044	0.1132282578	0.0306804126
308.3963249408	0.0202947407	0.0740952855	0.0248467661	0.0695432601	0.0689892975	0.0254007287
309.1653930828	0.0191296643	0.0500336528	0.0236661539	0.0454971632	0.0508040641	0.0183592529
309.9344612248	0.0168069416	0.0398099158	0.0196541061	0.0369627514	0.0374944725	0.0191223849
310.7035293668	0.0195790100	0.0329871158	0.0194750238	0.0330911019	0.0316560372	0.0209100885
311.4725975088	0.0255629719	0.0279253356	0.0252268746	0.0282614328	0.0284137527	0.0250745548
312.2416656508	0.0343442192	0.0247700292	0.0311162284	0.0279980199	0.0251621061	0.0339521422
313.0107337928	0.0417729954	0.0329698846	0.0334087755	0.0413341045	0.0235377058	0.0512051743
313.7798019348	0.0463804287	0.0393613935	0.0419168372	0.0438249850	0.0196926540	0.0660491682
314.5488700768	0.0588194482	0.0560242836	0.0733940406	0.0414496912	0.0195418294	0.0953019024
315.3179382188	0.0988129361	0.0638160058	0.1097344666	0.0528944753	0.0630615036	0.0995674383
316.0870063608	0.0529693617	0.0308698674	0.0535398282	0.0302994009	0.0292468219	0.0545924072
316.8560745028	0.0409531453	0.0242414758	0.0392386214	0.0259559998	0.0290373838	0.0361572374
317.6251426448	0.0372979058	0.0210978981	0.0373494593	0.0210463446	0.0286951460	0.0297006579
318.3942107868	0.0345900607	0.0216413731	0.0390673144	0.0171641193	0.0284264757	0.0278049580
319.1632789288	0.0343375267	0.0235699266	0.0402936995	0.0176137539	0.0294702592	0.0284371942
319.9323470708	0.0353817576	0.0275456657	0.0425027873	0.0204246361	0.0281543703	0.0347730531
320.7014152128	0.0429681226	0.0335193623	0.0533230398	0.0231644450	0.0330197093	0.0434677756
321.4704833547	0.0343004530	0.0337277395	0.0471874231	0.0208407694	0.0243304955	0.0436976970
322.2395514967	0.0392789800	0.0410692790	0.0452856694	0.0350625896	0.0288619430	0.0514863160
323.0086196387	0.0338584307	0.0453293846	0.0476636869	0.0315241284	0.0280373050	0.0511505103
323.7776877807	0.0295035559	0.0463265433	0.0408383554	0.0349917438	0.0262920419	0.0495380573
324.5467559227	0.0300347939	0.0490741415	0.0381425482	0.0409663872	0.0282655032	0.0508434322
325.3158240647	0.0239460841	0.0517963444	0.0371928541	0.0385495743	0.0329758704	0.0427665580
326.0848922067	0.0221234595	0.0546209366	0.0365726120	0.0401717842	0.0367292345	0.0400151616
326.8539603487	0.0220043412	0.0591742276	0.0360659195	0.0451126493	0.0419352915	0.0392432773
327.6230284907	0.0229270983	0.0612030961	0.0319541232	0.0521760711	0.0422985842	0.0418316101
328.3920966327	0.0247123165	0.0533363813	0.0286718281	0.0493768697	0.0301952485	0.0478534493
329.1611647747	0.0247717266	0.0536476054	0.0270827092	0.0513366228	0.0245720326	0.0538472994
329.9302329167	0.0277437171	0.0573152870	0.0267860992	0.0582729049	0.0239582334	0.0611007707
330.6993010587	0.0295605477	0.0651830609	0.0315602553	0.0631833533	0.0236013567	0.0711422519
331.4683692007	0.0386727539	0.0762197045	0.0420412874	0.0728511710	0.0254763557	0.0894161027
332.2374373427	0.0606904823	0.1117289906	0.0675340468	0.1048854261	0.0367007343	0.1357187386
333.0065054847	0.0609456648	0.0865153673	0.0917047717	0.0557562605	0.0423797534	0.1050812787
333.7755736267	0.0751432435	0.0954694924	0.1244506120	0.0461621239	0.0914248274	0.0791879085
334.5446417687	0.0398349022	0.0471858799	0.0557037099	0.0313170722	0.0333043449	0.0537164372
335.3137099107	0.0357642192	0.0370007620	0.0468926927	0.0258722885	0.0228220790	0.0499429022
336.0827780527	0.0340433265	0.0276465817	0.0400163334	0.0216735749	0.0142180028	0.0474719055
336.8518461947	0.0319458850	0.0244081155	0.0299008711	0.0264531295	0.0106541335	0.0456998670
337.6209143367	0.0371042685	0.0285491318	0.0323751255	0.0332782748	0.0168914229	0.0487619774
338.3899824787	0.0367101127	0.0423508793	0.0444993009	0.0345616910	0.0306274248	0.0484335672
339.1590506207	0.0383289507	0.0543686968	0.0568662387	0.0358314088	0.0336901322	0.0590075153
339.9281187627	0.0353350713	0.0440099270	0.0526360114	0.0267089870	0.0310202588	0.0483247395
340.6971869047	0.0334617301	0.0406145919	0.0472584056	0.0268179163	0.0292259172	0.0448504047
341.4662550467	0.0274002620	0.0361122170	0.0410587609	0.0224537180	0.0246228753	0.0388896037
342.2353231887	0.0256129544	0.0338648307	0.0389278583	0.0205499268	0.0224943981	0.0369833870
343.0043913307	0.0256024671	0.0312526349	0.0376641745	0.0191909275	0.0200450077	0.0368100943
343.7734594727	0.0243425689	0.0300954869	0.0361466249	0.0182914309	0.0182409497	0.0361971061
344.5425276147	0.0247791063	0.0293580504	0.0357928333	0.0183443234	0.0180474231	0.0360897337
345.3115957567	0.0253073980	0.0286885770	0.0365085336	0.0174874414	0.0172846059	0.0367113690
346.0806638987	0.0287045469	0.0303963022	0.0406671281	0.0184337210	0.0178854524	0.0412153966
346.8497320406	0.0280285086	0.0224065518	0.0386230898	0.0118119706	0.0080040070	0.0424310534
347.6188001826	0.0284653613	0.0159076285	0.0353194726	0.0090535172	0.0052801659	0.0390928240
348.3878683246	0.0287706174	0.0123433409	0.0323862652	0.0087276931	0.0051044293	0.0360095289
349.1569364666	0.0233254630	0.0112441318	0.0266654847	0.0079041101	0.0039431582	0.0306264366
349.9260046086	0.0230931313	0.0115236565	0.0254246094	0.0091921783	0.0055636516	0.0290531362
350.6950727506	0.0337012016	0.0227936295	0.0349420474	0.0215527837	0.0216289981	0.0348658330
351.4641408926	0.0396467126	0.0641186194	0.0453226402	0.0584426918	0.0539715125	0.0497938195
352.2332090346	0.0360144854	0.1064969593	0.0730200767	0.0694913680	0.0887261145	0.0537853303
353.0022771766	0.0353521577	0.0920399825	0.0436458278	0.0837463123	0.0905326603	0.0368594799
353.7713453186	0.0368346125	0.0827434081	0.0374158467	0.0821621740	0.0848869839	0.0346910368
354.5404134606	0.0382257956	0.0806412184	0.0439675411	0.0748994729	0.0803802713	0.0384867427
355.3094816026	0.0364841879	0.0791578990	0.0544394664	0.0612026205	0.0770800900	0.0385619970
356.0785497446	0.0400712076	0.0802985759	0.0589666597	0.0614031239	0.0745983882	0.0457713953
356.8476178866	0.0666196124	0.0967729439	0.0627319198	0.1006606366	0.0772616342	0.0861309222
357.6166860286	0.0453393968	0.0286223169	0.0327778884	0.0411838254	0.0364071504	0.0375545634
358.3857541706	0.0208022752	0.0098867707	0.0106816228	0.0200074231	0.0109117878	0.0197772580
359.1548223126	0.0295548432	0.0152388628	0.0156659874	0.0291277186	0.0152996055	0.0294941005
359.9238904546	0.0437339888	0.0313426981	0.0352883003	0.0397883866	0.0424868791	0.0325898078
360.6929585966	0.0466362781	0.0429619640	0.0428713854	0.0467268566	0.0541720368	0.0354262053
361.4620267386	0.0455447020	0.0507248940	0.0416951651	0.0545744309	0.0564663572	0.0398032388
362.2310948806	0.0586823585	0.0416656237	0.0453867579	0.0549612243	0.0551726391	0.0451753431
363.0001630226	0.0594051151	0.0169055980	0.0387180811	0.0375926320	0.0385041057	0.0378066074
363.7692311646	0.0535295010	0.0202291622	0.0418874217	0.0318712414	0.0377045421	0.0360541210
364.5382993066	0.0554978786	0.0284961045	0.0441221947	0.0398717884	0.0473825666	0.0366114165
365.3073674486	0.0571128699	0.0299036630	0.0466670589	0.0403494740	0.0479169160	0.0390996169
366.0764355906	0.0594085936	0.0314642340	0.0577378245	0.0331350032	0.0610507080	0.0298221196
366.8455037326	0.0556032424	0.0343445980	0.0676041339	0.0223437065	0.0673555195	0.0225923209
367.6145718746	0.0683840782	0.0793337520	0.1192734605	0.0284443698	0.1129060834	0.0348117468
368.3836400166	0.0434404117	0.0600357445	0.0666775625	0.0367985936	0.0638259695	0.0396501866
369.1527081586	0.0356882185	0.0528899025	0.0527720410	0.0358060799	0.0549024458	0.0336756751
369.9217763006	0.0380665681	0.0436308369	0.0493510772	0.0323463278	0.0466228873	0.0350745178
370.6908444426	0.0375364917	0.0365325111	0.0406135030	0.0334554998	0.0436358285	0.0304331744
371.4599125846	0.0356484690	0.0363280151	0.0351705016	0.0368059826	0.0435394509	0.0284370332
372.2289807266	0.0357069548	0.0403120527	0.0370414794	0.0389775282	0.0444565647	0.0315624429
372.9980488685	0.0415060945	0.0429077099	0.0462510557	0.0381627487	0.0512802096	0.0331335947
373.7671170105	0.0518865618	0.0481952925	0.0563984001	0.0436834541	0.0573188088	0.0427630455
374.5361851525	0.0754371581	0.0840119166	0.0837421047	0.0757069700	0.1094087771	0.0500402976
375.3052532945	0.0689700729	0.0938597429	0.0841128399	0.0787169760	0.1143325981	0.0484972178
376.0743214365	0.2073545443	0.1493943252	0.1097089536	0.2470399158	0.1644523813	0.1922964882
376.8433895785	0.0695064367	0.1408281120	0.0629922741	0.1473422746	0.0855742041	0.1247603446
377.6124577205	0.0456982595	0.1436878394	0.0979084310	0.0914776679	0.0601814566	0.1292046424
378.3815258625	0.0556647630	0.1285997191	0.1121713091	0.0720931730	0.0724944360	0.1117700461
379.1505940045	0.0912742759	0.0838631815	0.1156308145	0.0595066429	0.0709810092	0.1041564482
379.9196621465	0.0636203111	0.0342688343	0.0374390106	0.0604501348	0.0436304234	0.0542587220
380.6887302885	0.0590346929	0.0315133633	0.0369641406	0.0535839156	0.0359723768	0.0545756795
381.4577984305	0.0652262572	0.0325625453	0.0447252284	0.0530635741	0.0341603510	0.0636284515
382.2268665725	0.0781716477	0.0379039742	0.0703104008	0.0457652211	0.0435335737	0.0725420483
382.9959347145	0.1127149643	0.0412794035	0.1006969332	0.0532974346	0.0523726722	0.1016216956
383.7650028565	0.1583383456	0.0838351134	0.1635914689	0.0785819901	0.1134742465	0.1286992125
384.5340709985	0.1311068031	0.1078528266	0.1247465940	0.1142130356	0.1173640376	0.1215955921
385.3031391405	0.0887673511	0.0750141075	0.0755634468	0.0882180118	0.0668096329	0.0969718258
386.0722072825	0.0864383781	0.0745624927	0.0583188516	0.1026820192	0.0726294313	0.0883714395
386.8412754245	0.1169009357	0.0789178612	0.0544958306	0.1413229662	0.0809745159	0.1148442809
387.6103435665	0.0746715228	0.0444576433	0.0437355536	0.0753936125	0.0637570687	0.0553720974
388.3794117085	0.0527508408	0.0386808335	0.0371364702	0.0542952041	0.0591459979	0.0322856764
389.1484798505	0.0438804197	0.0338547655	0.0262980653	0.0514371199	0.0526136860	0.0251214992
389.9175479925	0.0372978618	0.0300480441	0.0229698859	0.0443760201	0.0493339608	0.0180119452
390.6866161345	0.0389415326	0.0329552701	0.0250388516	0.0468579511	0.0589611960	0.0129356067
391.4556842765	0.0448090328	0.0362984136	0.0257757338	0.0553317126	0.0643868867	0.0167205597
392.2247524185	0.0335977551	0.0409761658	0.0234149180	0.0511590029	0.0592584855	0.0153154354
392.9938205605	0.0240503705	0.0397543271	0.0197042845	0.0441004130	0.0563571173	0.0074475803
393.7628887025	0.0235591756	0.0327316870	0.0193850904	0.0369057722	0.0498817373	0.0064091253
394.5319568445	0.0237981346	0.0301846891	0.0158775322	0.0381052915	0.0449160467	0.0090667769
395.3010249865	0.0290034816	0.0276973821	0.0237524553	0.0329484085	0.0457038578	0.0109970059
396.0700931285	0.0400996575	0.0249226569	0.0386845131	0.0263378013	0.0514998166	0.0135224978
396.8391612705	0.0583955535	0.0268015639	0.0613160289	0.0238810886	0.0599268052	0.0252703123
397.6082294125	0.1069882372	0.0412207750	0.1264847027	0.0217243095	0.0709888936	0.0772201186
398.3772975544	0.1162514979	0.0690457545	0.1542255759	0.0310716765	0.1145073845	0.0707898679
399.1463656964	0.0801087757	0.0608718303	0.0920207487	0.0489598573	0.0953649023	0.0456157037
399.9154338384	0.0644813213	0.0481999577	0.0636822452	0.0489990338	0.0615144136	0.0511668654
400.6845019804	0.0473355585	0.0505955270	0.0491137208	0.0488173648	0.0421058784	0.0558252072
401.4535701224	0.0418182750	0.0441769393	0.0381210171	0.0478741972	0.0351255515	0.0508696628
402.2226382644	0.0345660742	0.0373674831	0.0272118665	0.0447216907	0.0374194189	0.0345141384
402.9917064064	0.0279162684	0.0255803502	0.0205504855	0.0329461331	0.0339964366	0.0195001820
403.7607745484	0.0234086977	0.0180010317	0.0184879110	0.0229218184	0.0307885407	0.0106211887
404.5298426904	0.0230855048	0.0088447597	0.0177854745	0.0141447900	0.0253545914	0.0065756731
405.2989108324	0.0212384780	0.0023282766	0.0173604162	0.0062063384	0.0190907132	0.0044760415
406.0679789744	0.0131987232	0.0027287098	0.0115918282	0.0043356047	0.0134052846	0.0025221483
406.8370471164	0.0050740707	0.0027001120	0.0064550878	0.0013190950	0.0069935475	0.0007806353
407.6061152584	0.0025915580	0.0021568793	0.0043747412	0.0003736960	0.0030275645	0.0017208728
408.3751834004	0.0123256645	0.0006186705	0.0044842517	0.0084600833	0.0032942254	0.0096501096
409.1442515424	0.0241558154	0.0034555307	0.0130634511	0.0145478950	0.0049496097	0.0226617364
409.9133196844	0.0493949813	0.0129326586	0.0398075323	0.0225201076	0.0357484472	0.0265791927
410.6823878264	0.0595424449	0.0220291710	0.0668086766	0.0147629394	0.0604329997	0.0211386163
411.4514559684	0.0766029560	0.0293874641	0.0551919803	0.0507984398	0.0940313566	0.0119590635
412.2205241104	0.1085525171	0.0361925945	0.0580654885	0.0866796230	0.1275140188	0.0172310927
412.9895922524	0.2007990529	0.0664866632	0.0969272041	0.1703585121	0.2368361194	0.0304495968
413.7586603944	0.1385159782	0.0445604780	0.0985913367	0.0844851195	0.1443574079	0.0387190483
414.5277285364	0.1172551727	0.0266692428	0.0879210081	0.0560034073	0.0996872672	0.0442371482
415.2967966784	0.1012013062	0.0208080141	0.0653421486	0.0566671717	0.0659144420	0.0560948783
416.0658648204	0.0601918805	0.0126471632	0.0434851556	0.0293538881	0.0407220887	0.0321169550
416.8349329624	0.0383984406	0.0045632791	0.0252954569	0.0176662628	0.0289484625	0.0140132572
417.6040011044	0.0246724091	0.0046716972	0.0169475721	0.0123965342	0.0246125784	0.0047315279
418.3730692464	0.0153726265	0.0006139959	0.0109971417	0.0049894807	0.0135239796	0.0024626428
419.1421373884	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
419.9112055304	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
420.6802736724	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
421.4493418144	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
422.2184099564	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
422.9874780984	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
423.7565462403	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
424.5256143823	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
425.2946825243	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
426.0637506663	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
426.8328188083	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
427.6018869503	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
428.3709550923	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
429.1400232343	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
429.9090913763	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
430.6781595183	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
431.4472276603	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
432.2162958023	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
432.9853639443	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
433.7544320863	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
434.5235002283	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
